Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3928796,2017-02-04,global,4034520,3,yes,3864527,3,yes,3838281,3,yes,3792324,3,yes,3641608,3,yes,3383307,3,yes,3800351,3,yes,yes
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3413630,2017-02-04,global,3425448,6,yes,3212664,6,yes,3217226,6,yes,3152400,6,yes,3053882,5,yes,2876411,5,yes,3450083,5,yes,yes
6,Castle on the Hill,Ed Sheeran,3323026,2017-02-04,global,3449821,5,yes,3440258,5,yes,3456727,5,yes,3438970,4,yes,3420993,4,yes,3088678,4,yes,3489434,4,yes,yes
7,Starboy,The Weeknd,2873678,2017-02-04,global,2980843,7,yes,2828442,7,yes,2851344,7,yes,2819430,7,yes,2731586,7,yes,2606236,7,yes,3074828,7,yes,yes
8,Bad and Boujee (feat. Lil Uzi Vert),Migos,2756192,2017-02-04,global,2803957,9,yes,2658222,9,yes,2690183,9,yes,2654562,9,yes,2514978,10,yes,2492224,8,yes,2899366,8,yes,yes
9,Say You Won't Let Go,James Arthur,2724446,2017-02-04,global,2806319,8,yes,2783998,8,yes,2791403,8,yes,2722644,8,yes,2608052,8,yes,2455654,9,yes,2671936,10,yes,yes
10,Closer,The Chainsmokers,2687406,2017-02-04,global,2726869,10,yes,2626955,10,yes,2632855,10,yes,2607363,10,yes,2539314,9,yes,2415544,10,yes,2788160,9,yes,yes
11,Scared to Be Lonely,Martin Garrix,2616333,2017-02-04,global,2657047,12,no,2509228,12,no,2338292,14,no,2117815,16,no,1855175,20,no,1501966,25,no,1596202,30,no,no
12,I Feel It Coming,The Weeknd,2597509,2017-02-04,global,2697246,11,no,2602974,11,no,2592152,11,no,2545365,11,no,2459298,11,no,2267243,11,no,2654465,11,no,no
13,Call On Me - Ryan Riback Extended Remix,Starley,2576101,2017-02-04,global,2578431,13,no,2450531,13,no,2437624,13,no,2348939,13,no,2231591,13,no,2098449,13,no,2484714,13,no,no
14,Chantaje,Shakira,2525024,2017-02-04,global,2470540,15,no,2353086,15,no,2333265,15,no,2258229,14,no,2163878,14,no,2095403,14,no,2470282,14,no,no
15,Don't Wanna Know,Maroon 5,2503234,2017-02-04,global,2508494,14,no,2437099,14,no,2437691,12,no,2404885,12,no,2348635,12,no,2223604,12,no,2598184,12,no,no
16,Just Hold On,Steve Aoki,2151846,2017-02-04,global,2169279,17,no,2155236,16,no,2154352,16,no,2132198,15,no,2037983,15,no,1922708,16,no,2248130,16,no,no
17,Fake Love,Drake,2113916,2017-02-04,global,2187115,16,no,2087808,18,no,2108734,18,no,2109060,17,no,2022751,16,no,2015805,15,no,2306167,15,no,no
18,Bad Things (with Camila Cabello),Machine Gun Kelly,2089367,2017-02-04,global,2132943,18,no,2111498,17,no,2119632,17,no,2097902,18,no,1994993,17,no,1866532,18,no,2077423,19,no,no
19,Bounce Back,Big Sean,2055406,2017-02-04,global,2030512,19,no,1363087,40,no,1356737,41,no,1326508,41,no,1234822,43,no,1193275,40,no,1328591,43,no,no
20,24K Magic,Bruno Mars,1977236,2017-02-04,global,1985969,21,no,1877640,21,no,1903059,21,no,1907353,20,no,1855984,19,no,1824858,19,no,2160868,18,no,no
21,Let Me Love You,DJ Snake,1968957,2017-02-04,global,2006359,20,no,1931659,19,no,1954771,19,no,1957629,19,no,1940718,18,no,1901719,17,no,2236235,17,no,no
22,"How Far I'll Go - From ""Moana""",Alessia Cara,1892550,2017-02-04,global,1904966,22,no,1911158,20,no,1907951,20,no,1888779,21,no,1790824,21,no,1682609,20,no,1838371,20,no,no
23,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1817349,2017-02-04,global,1864286,23,no,1768813,23,no,1702316,23,no,1587272,25,no,1436206,31,no,1188522,42,no,1360505,40,no,no
24,All Night,The Vamps,1776082,2017-02-04,global,1794985,24,no,1772421,22,no,1765515,22,no,1712607,22,no,1627813,22,no,1529197,23,no,1745977,24,no,no
25,Issues,Julia Michaels,1719885,2017-02-04,global,1744301,26,no,1663949,25,no,1571291,28,no,1496702,32,no,1363042,37,no,1191575,41,no,1279579,45,no,no
26,One Dance,Drake,1718723,2017-02-04,global,1757763,25,no,1677333,24,no,1655974,24,no,1654476,23,no,1595946,23,no,1570325,21,no,1821972,21,no,no
27,Solo Dance,Martin Jensen,1715891,2017-02-04,global,1731571,27,no,1658132,26,no,1635801,25,no,1578822,26,no,1496988,28,no,1379468,30,no,1624841,28,no,no
28,Hear Me Now,Alok,1669137,2017-02-04,global,1658111,28,no,1600196,28,no,1595550,27,no,1564912,27,no,1512304,26,no,1387509,29,no,1644187,27,no,no
29,Side To Side,Ariana Grande,1640838,2017-02-04,global,1655990,29,no,1615724,27,no,1630524,26,no,1632653,24,no,1560940,24,no,1536981,22,no,1774883,22,no,no
30,Reggaetón Lento (Bailemos),CNCO,1596006,2017-02-04,global,1553662,33,no,1476747,33,no,1463364,33,no,1433202,34,no,1373877,34,no,1343797,31,no,1566735,31,no,no
31,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1571603,2017-02-04,global,1613193,30,no,1559286,29,no,1571056,29,no,1535874,28,no,1500462,27,no,1454958,27,no,1688511,25,no,no
32,Black Beatles,Rae Sremmurd,1570218,2017-02-04,global,1606132,31,no,1503256,31,no,1502779,31,no,1504138,31,no,1477876,29,no,1505133,24,no,1759523,23,no,no
33,Shed a Light,Robin Schulz,1525829,2017-02-04,global,1548070,34,no,1501499,32,no,1480859,32,no,1462841,33,no,1412127,32,no,1313655,33,no,1547031,33,no,no
34,Now and Later,Sage The Gemini,1513689,2017-02-04,global,1520286,35,no,1451139,34,no,1433584,34,no,1420509,35,no,1393022,33,no,1319736,32,no,1548165,32,no,no
35,Weak,AJR,1503035,2017-02-04,global,1494323,36,no,1447361,35,no,1430004,37,no,1353150,40,no,1275252,42,no,1171458,43,no,1286226,44,no,no
36,In the Name of Love,Martin Garrix,1498486,2017-02-04,global,1581929,32,no,1527559,30,no,1545089,30,no,1513433,30,no,1472890,30,no,1436659,28,no,1656342,26,no,no
38,All Time Low,Jon Bellion,1469327,2017-02-04,global,1482159,37,no,1445027,36,no,1431366,36,no,1419983,36,no,1367735,35,no,1271111,34,no,1369306,39,no,no
39,Love Me Now,John Legend,1410757,2017-02-04,global,1455544,38,no,1430996,37,no,1431692,35,no,1411456,38,no,1365114,36,no,1269350,35,no,1418763,36,no,no
41,My Way,Calvin Harris,1371177,2017-02-04,global,1403593,41,no,1296010,43,no,1320467,43,no,1299594,42,no,1287589,40,no,1218803,39,no,1470173,34,no,no
42,I Would Like,Zara Larsson,1345351,2017-02-04,global,1341797,43,no,1322425,42,no,1330687,42,no,1295731,43,no,1281640,41,no,1248679,37,no,1457103,35,no,no
43,Alone,Alan Walker,1318577,2017-02-04,global,1329043,44,no,1261330,44,no,1254057,44,no,1239896,44,no,1208488,44,no,1147708,44,no,1358746,41,no,no
44,T-Shirt,Migos,1315988,2017-02-04,global,1443049,39,no,1370333,39,no,1405840,39,no,1417828,37,no,1343657,38,no,1226135,38,no,1392940,38,no,no
45,Starving,Hailee Steinfeld,1312594,2017-02-04,global,1424025,40,no,1391376,38,no,1403995,40,no,1381905,39,no,1329107,39,no,1261126,36,no,1398755,37,no,no
46,Mercy,Shawn Mendes,1280638,2017-02-04,global,1328486,45,no,1337134,41,no,1409196,38,no,1534097,29,no,1540500,25,no,1462549,26,no,1617388,29,no,no
49,Heathens,Twenty One Pilots,1167565,2017-02-04,global,1184081,50,no,1155141,47,no,1159230,47,no,1141035,47,no,1118252,46,no,1098818,45,no,1262262,46,no,no
50,All We Know,The Chainsmokers,1151574,2017-02-04,global,1204614,49,no,1180214,46,no,1191548,45,no,1156769,45,no,1126371,45,no,1061743,48,no,1219841,48,no,no
1,Shape of You,Ed Sheeran,6968082,2017-02-05,global,7740851,1,yes,7881255,1,yes,7602214,1,yes,7549041,1,yes,7419406,1,yes,7122914,1,yes,6539160,1,yes,yes
2,Paris,The Chainsmokers,3731405,2017-02-05,global,4159115,2,yes,4285994,2,yes,4165357,2,yes,4181293,2,yes,4115100,2,yes,3948527,2,yes,3624414,2,yes,yes
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3563966,2017-02-05,global,3928796,4,yes,4034520,3,yes,3864527,3,yes,3838281,3,yes,3792324,3,yes,3641608,3,yes,3383307,3,yes,yes
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3482709,2017-02-05,global,3986228,3,yes,3897590,4,yes,3582750,4,yes,3460006,4,yes,3221839,5,yes,2967051,6,yes,2677707,6,yes,yes
5,Castle on the Hill,Ed Sheeran,2988338,2017-02-05,global,3323026,6,yes,3449821,5,yes,3440258,5,yes,3456727,5,yes,3438970,4,yes,3420993,4,yes,3088678,4,yes,yes
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2907647,2017-02-05,global,3413630,5,yes,3425448,6,yes,3212664,6,yes,3217226,6,yes,3152400,6,yes,3053882,5,yes,2876411,5,yes,yes
7,Starboy,The Weeknd,2514285,2017-02-05,global,2873678,7,yes,2980843,7,yes,2828442,7,yes,2851344,7,yes,2819430,7,yes,2731586,7,yes,2606236,7,yes,yes
8,Say You Won't Let Go,James Arthur,2510478,2017-02-05,global,2724446,9,yes,2806319,8,yes,2783998,8,yes,2791403,8,yes,2722644,8,yes,2608052,8,yes,2455654,9,yes,yes
9,Bad and Boujee (feat. Lil Uzi Vert),Migos,2488064,2017-02-05,global,2756192,8,yes,2803957,9,yes,2658222,9,yes,2690183,9,yes,2654562,9,yes,2514978,10,yes,2492224,8,yes,yes
10,Closer,The Chainsmokers,2424160,2017-02-05,global,2687406,10,yes,2726869,10,yes,2626955,10,yes,2632855,10,yes,2607363,10,yes,2539314,9,yes,2415544,10,yes,yes
11,Scared to Be Lonely,Martin Garrix,2351511,2017-02-05,global,2616333,11,no,2657047,12,no,2509228,12,no,2338292,14,no,2117815,16,no,1855175,20,no,1501966,25,no,no
12,I Feel It Coming,The Weeknd,2304120,2017-02-05,global,2597509,12,no,2697246,11,no,2602974,11,no,2592152,11,no,2545365,11,no,2459298,11,no,2267243,11,no,no
13,Call On Me - Ryan Riback Extended Remix,Starley,2252851,2017-02-05,global,2576101,13,no,2578431,13,no,2450531,13,no,2437624,13,no,2348939,13,no,2231591,13,no,2098449,13,no,no
14,Chantaje,Shakira,2170805,2017-02-05,global,2525024,14,no,2470540,15,no,2353086,15,no,2333265,15,no,2258229,14,no,2163878,14,no,2095403,14,no,no
15,Don't Wanna Know,Maroon 5,2168483,2017-02-05,global,2503234,15,no,2508494,14,no,2437099,14,no,2437691,12,no,2404885,12,no,2348635,12,no,2223604,12,no,no
16,Bad Things (with Camila Cabello),Machine Gun Kelly,1940754,2017-02-05,global,2089367,18,no,2132943,18,no,2111498,17,no,2119632,17,no,2097902,18,no,1994993,17,no,1866532,18,no,no
17,Just Hold On,Steve Aoki,1897795,2017-02-05,global,2151846,16,no,2169279,17,no,2155236,16,no,2154352,16,no,2132198,15,no,2037983,15,no,1922708,16,no,no
18,Fake Love,Drake,1888597,2017-02-05,global,2113916,17,no,2187115,16,no,2087808,18,no,2108734,18,no,2109060,17,no,2022751,16,no,2015805,15,no,no
19,Bounce Back,Big Sean,1828558,2017-02-05,global,2055406,19,no,2030512,19,no,1363087,40,no,1356737,41,no,1326508,41,no,1234822,43,no,1193275,40,no,no
20,24K Magic,Bruno Mars,1762351,2017-02-05,global,1977236,20,no,1985969,21,no,1877640,21,no,1903059,21,no,1907353,20,no,1855984,19,no,1824858,19,no,no
21,"How Far I'll Go - From ""Moana""",Alessia Cara,1734532,2017-02-05,global,1892550,22,no,1904966,22,no,1911158,20,no,1907951,20,no,1888779,21,no,1790824,21,no,1682609,20,no,no
22,Let Me Love You,DJ Snake,1716978,2017-02-05,global,1968957,21,no,2006359,20,no,1931659,19,no,1954771,19,no,1957629,19,no,1940718,18,no,1901719,17,no,no
23,Issues,Julia Michaels,1664243,2017-02-05,global,1719885,25,no,1744301,26,no,1663949,25,no,1571291,28,no,1496702,32,no,1363042,37,no,1191575,41,no,no
24,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1609248,2017-02-05,global,1817349,23,no,1864286,23,no,1768813,23,no,1702316,23,no,1587272,25,no,1436206,31,no,1188522,42,no,no
25,All Night,The Vamps,1591062,2017-02-05,global,1776082,24,no,1794985,24,no,1772421,22,no,1765515,22,no,1712607,22,no,1627813,22,no,1529197,23,no,no
26,One Dance,Drake,1529125,2017-02-05,global,1718723,26,no,1757763,25,no,1677333,24,no,1655974,24,no,1654476,23,no,1595946,23,no,1570325,21,no,no
27,Solo Dance,Martin Jensen,1474517,2017-02-05,global,1715891,27,no,1731571,27,no,1658132,26,no,1635801,25,no,1578822,26,no,1496988,28,no,1379468,30,no,no
28,Side To Side,Ariana Grande,1432296,2017-02-05,global,1640838,29,no,1655990,29,no,1615724,27,no,1630524,26,no,1632653,24,no,1560940,24,no,1536981,22,no,no
29,Hear Me Now,Alok,1426342,2017-02-05,global,1669137,28,no,1658111,28,no,1600196,28,no,1595550,27,no,1564912,27,no,1512304,26,no,1387509,29,no,no
30,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1404511,2017-02-05,global,1571603,31,no,1613193,30,no,1559286,29,no,1571056,29,no,1535874,28,no,1500462,27,no,1454958,27,no,no
31,Black Beatles,Rae Sremmurd,1382042,2017-02-05,global,1570218,32,no,1606132,31,no,1503256,31,no,1502779,31,no,1504138,31,no,1477876,29,no,1505133,24,no,no
32,All Time Low,Jon Bellion,1378831,2017-02-05,global,1469327,38,no,1482159,37,no,1445027,36,no,1431366,36,no,1419983,36,no,1367735,35,no,1271111,34,no,no
33,Reggaetón Lento (Bailemos),CNCO,1372954,2017-02-05,global,1596006,30,no,1553662,33,no,1476747,33,no,1463364,33,no,1433202,34,no,1373877,34,no,1343797,31,no,no
34,Weak,AJR,1344641,2017-02-05,global,1503035,35,no,1494323,36,no,1447361,35,no,1430004,37,no,1353150,40,no,1275252,42,no,1171458,43,no,no
35,In the Name of Love,Martin Garrix,1328875,2017-02-05,global,1498486,36,no,1581929,32,no,1527559,30,no,1545089,30,no,1513433,30,no,1472890,30,no,1436659,28,no,no
36,Shed a Light,Robin Schulz,1325656,2017-02-05,global,1525829,33,no,1548070,34,no,1501499,32,no,1480859,32,no,1462841,33,no,1412127,32,no,1313655,33,no,no
37,Now and Later,Sage The Gemini,1320599,2017-02-05,global,1513689,34,no,1520286,35,no,1451139,34,no,1433584,34,no,1420509,35,no,1393022,33,no,1319736,32,no,no
38,Love Me Now,John Legend,1260013,2017-02-05,global,1410757,39,no,1455544,38,no,1430996,37,no,1431692,35,no,1411456,38,no,1365114,36,no,1269350,35,no,no
39,Starving,Hailee Steinfeld,1210526,2017-02-05,global,1312594,45,no,1424025,40,no,1391376,38,no,1403995,40,no,1381905,39,no,1329107,39,no,1261126,36,no,no
42,I Would Like,Zara Larsson,1183869,2017-02-05,global,1345351,42,no,1341797,43,no,1322425,42,no,1330687,42,no,1295731,43,no,1281640,41,no,1248679,37,no,no
43,T-Shirt,Migos,1180758,2017-02-05,global,1315988,44,no,1443049,39,no,1370333,39,no,1405840,39,no,1417828,37,no,1343657,38,no,1226135,38,no,no
44,Mercy,Shawn Mendes,1167739,2017-02-05,global,1280638,46,no,1328486,45,no,1337134,41,no,1409196,38,no,1534097,29,no,1540500,25,no,1462549,26,no,no
45,My Way,Calvin Harris,1153049,2017-02-05,global,1371177,41,no,1403593,41,no,1296010,43,no,1320467,43,no,1299594,42,no,1287589,40,no,1218803,39,no,no
47,Alone,Alan Walker,1121154,2017-02-05,global,1318577,43,no,1329043,44,no,1261330,44,no,1254057,44,no,1239896,44,no,1208488,44,no,1147708,44,no,no
49,Heathens,Twenty One Pilots,1038481,2017-02-05,global,1167565,49,no,1184081,50,no,1155141,47,no,1159230,47,no,1141035,47,no,1118252,46,no,1098818,45,no,no
50,All We Know,The Chainsmokers,1021599,2017-02-05,global,1151574,50,no,1204614,49,no,1180214,46,no,1191548,45,no,1156769,45,no,1126371,45,no,1061743,48,no,no
1,Shape of You,Ed Sheeran,7138916,2017-02-06,global,6968082,1,yes,7740851,1,yes,7881255,1,yes,7602214,1,yes,7549041,1,yes,7419406,1,yes,7122914,1,yes,yes
2,Paris,The Chainsmokers,3792585,2017-02-06,global,3731405,2,yes,4159115,2,yes,4285994,2,yes,4165357,2,yes,4181293,2,yes,4115100,2,yes,3948527,2,yes,yes
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3634652,2017-02-06,global,3563966,3,yes,3928796,4,yes,4034520,3,yes,3864527,3,yes,3838281,3,yes,3792324,3,yes,3641608,3,yes,yes
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,3564587,2017-02-06,global,3482709,4,yes,3986228,3,yes,3897590,4,yes,3582750,4,yes,3460006,4,yes,3221839,5,yes,2967051,6,yes,yes
5,Castle on the Hill,Ed Sheeran,3101484,2017-02-06,global,2988338,5,yes,3323026,6,yes,3449821,5,yes,3440258,5,yes,3456727,5,yes,3438970,4,yes,3420993,4,yes,yes
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2941776,2017-02-06,global,2907647,6,yes,3413630,5,yes,3425448,6,yes,3212664,6,yes,3217226,6,yes,3152400,6,yes,3053882,5,yes,yes
7,Say You Won't Let Go,James Arthur,2583495,2017-02-06,global,2510478,8,yes,2724446,9,yes,2806319,8,yes,2783998,8,yes,2791403,8,yes,2722644,8,yes,2608052,8,yes,yes
8,Scared to Be Lonely,Martin Garrix,2538031,2017-02-06,global,2351511,11,no,2616333,11,no,2657047,12,no,2509228,12,no,2338292,14,no,2117815,16,no,1855175,20,no,yes
9,Starboy,The Weeknd,2495367,2017-02-06,global,2514285,7,yes,2873678,7,yes,2980843,7,yes,2828442,7,yes,2851344,7,yes,2819430,7,yes,2731586,7,yes,yes
10,Closer,The Chainsmokers,2392077,2017-02-06,global,2424160,10,yes,2687406,10,yes,2726869,10,yes,2626955,10,yes,2632855,10,yes,2607363,10,yes,2539314,9,yes,yes
11,I Feel It Coming,The Weeknd,2319174,2017-02-06,global,2304120,12,no,2597509,12,no,2697246,11,no,2602974,11,no,2592152,11,no,2545365,11,no,2459298,11,no,no
12,Bad and Boujee (feat. Lil Uzi Vert),Migos,2301516,2017-02-06,global,2488064,9,yes,2756192,8,yes,2803957,9,yes,2658222,9,yes,2690183,9,yes,2654562,9,yes,2514978,10,yes,no
13,Call On Me - Ryan Riback Extended Remix,Starley,2261517,2017-02-06,global,2252851,13,no,2576101,13,no,2578431,13,no,2450531,13,no,2437624,13,no,2348939,13,no,2231591,13,no,no
14,Don't Wanna Know,Maroon 5,2180501,2017-02-06,global,2168483,15,no,2503234,15,no,2508494,14,no,2437099,14,no,2437691,12,no,2404885,12,no,2348635,12,no,no
15,Chantaje,Shakira,2158794,2017-02-06,global,2170805,14,no,2525024,14,no,2470540,15,no,2353086,15,no,2333265,15,no,2258229,14,no,2163878,14,no,no
16,Bad Things (with Camila Cabello),Machine Gun Kelly,1969535,2017-02-06,global,1940754,16,no,2089367,18,no,2132943,18,no,2111498,17,no,2119632,17,no,2097902,18,no,1994993,17,no,no
17,Just Hold On,Steve Aoki,1932082,2017-02-06,global,1897795,17,no,2151846,16,no,2169279,17,no,2155236,16,no,2154352,16,no,2132198,15,no,2037983,15,no,no
18,Issues,Julia Michaels,1806397,2017-02-06,global,1664243,23,no,1719885,25,no,1744301,26,no,1663949,25,no,1571291,28,no,1496702,32,no,1363042,37,no,no
19,"How Far I'll Go - From ""Moana""",Alessia Cara,1781355,2017-02-06,global,1734532,21,no,1892550,22,no,1904966,22,no,1911158,20,no,1907951,20,no,1888779,21,no,1790824,21,no,no
20,Fake Love,Drake,1774385,2017-02-06,global,1888597,18,no,2113916,17,no,2187115,16,no,2087808,18,no,2108734,18,no,2109060,17,no,2022751,16,no,no
21,Bounce Back,Big Sean,1739684,2017-02-06,global,1828558,19,no,2055406,19,no,2030512,19,no,1363087,40,no,1356737,41,no,1326508,41,no,1234822,43,no,no
22,Let Me Love You,DJ Snake,1706077,2017-02-06,global,1716978,22,no,1968957,21,no,2006359,20,no,1931659,19,no,1954771,19,no,1957629,19,no,1940718,18,no,no
23,24K Magic,Bruno Mars,1685646,2017-02-06,global,1762351,20,no,1977236,20,no,1985969,21,no,1877640,21,no,1903059,21,no,1907353,20,no,1855984,19,no,no
24,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1661832,2017-02-06,global,1609248,24,no,1817349,23,no,1864286,23,no,1768813,23,no,1702316,23,no,1587272,25,no,1436206,31,no,no
25,All Night,The Vamps,1622082,2017-02-06,global,1591062,25,no,1776082,24,no,1794985,24,no,1772421,22,no,1765515,22,no,1712607,22,no,1627813,22,no,no
